8,3,5,835,16
5,5,7,557,17
1,8,9,189,18
5,9,9,599,23
7,5,4,754,16
1,1,6,116,8
3,2,2,322,7
8,4,0,840,12
1,8,0,180,9
8,0,9,809,17
3,4,1,341,8
3,2,2,322,7
4,1,3,413,8
5,4,3,543,12
6,2,0,620,8
4,0,5,405,9
1,5,6,156,12
2,3,3,233,8
8,2,7,827,17
3,9,2,392,14
3,5,1,351,9
1,3,9,139,13
5,1,9,519,15
2,4,2,242,8
3,4,5,345,12
8,6,1,861,15
5,5,1,551,11
9,8,3,983,20
0,9,2,092,11
6,7,4,674,17
6,0,5,605,11
2,2,3,223,7
3,9,6,396,18
9,6,6,966,21
6,3,0,630,9
1,4,0,140,5
1,7,1,171,9
8,9,3,893,20
0,6,8,068,14
0,7,5,075,12
3,1,8,318,12
6,5,7,657,18
4,2,8,428,14
9,0,5,905,14
6,5,6,656,17
9,2,0,920,11
0,7,6,076,13
5,8,1,581,14
5,8,8,588,21
3,8,7,387,18
1,7,9,179,17
6,2,5,625,13
2,9,7,297,18
6,3,2,632,11
4,7,4,474,15
9,8,4,984,21
0,8,6,086,14
0,7,1,071,8
5,6,5,565,16
4,6,0,460,10
5,4,6,546,15
8,5,3,853,16
5,9,6,596,20
7,9,1,791,17
5,6,4,564,15
1,1,2,112,4
3,0,2,302,5
8,7,6,876,21
3,4,1,341,8
7,9,0,790,16
3,7,7,377,17
9,0,3,903,12
6,8,4,684,18
5,4,9,549,18
5,7,6,576,18
4,7,7,477,18
6,1,1,611,8
2,5,3,253,10
0,4,0,040,4
1,7,1,171,9
4,5,2,452,11
1,6,3,163,10
4,1,8,418,13
6,6,2,662,14
8,1,7,817,16
6,0,2,602,8
7,1,1,711,9
7,5,2,752,14
5,2,0,520,7
0,7,3,073,10
0,6,4,064,10
4,6,8,468,18
8,8,4,884,20
2,6,5,265,13
2,5,1,251,8
0,0,0,000,0
2,7,1,271,10
0,8,2,082,10
9,9,1,991,19
2,0,0,200,2
4,4,4,444,12
6,8,7,687,21
6,2,4,624,12
3,9,5,395,17
0,9,9,099,18
9,8,1,981,18
1,4,3,143,8
2,2,7,227,11
7,1,4,714,12
8,5,7,857,20
8,7,6,876,21
9,1,2,912,12
8,0,5,805,13
7,5,4,754,16
9,7,5,975,21
5,1,1,511,7
7,9,1,791,17
0,9,0,090,9
7,6,8,768,21
3,0,1,301,4
5,5,6,556,16
7,0,5,705,12
7,8,7,787,22
7,4,3,743,14
3,2,1,321,6
7,7,6,776,20
3,0,0,300,3
8,4,3,843,15
5,3,0,530,8
8,5,4,854,17
8,8,6,886,22
7,6,1,761,14
3,4,7,347,14
1,0,2,102,3
3,6,0,360,9
7,8,1,781,16
0,4,7,047,11
0,4,5,045,9
8,2,3,823,13
9,3,0,930,12
0,8,0,080,8
9,6,7,967,22
7,3,0,730,10
6,4,3,643,13
1,9,1,191,11
3,6,8,368,17
7,2,8,728,17
8,2,6,826,16
8,4,0,840,12
5,8,5,585,18
9,7,6,976,22
7,6,6,766,19
4,7,3,473,14
3,5,5,355,13
2,3,5,235,10
6,1,9,619,16
2,5,8,258,15
8,1,5,815,14
8,8,2,882,18
5,0,8,508,13
7,6,4,764,17
8,5,2,852,15
8,8,2,882,18
1,6,7,167,14
2,2,8,228,12
1,1,5,115,7
0,1,3,013,4
3,8,9,389,20
7,4,7,747,18
1,7,2,172,10
3,8,9,389,20
5,5,3,553,13
9,6,3,963,18
8,0,4,804,12
7,5,0,750,12
9,8,0,980,17
5,4,2,542,11
4,9,3,493,16
3,0,6,306,9
8,4,5,845,17
4,5,5,455,14
1,6,8,168,15
2,2,6,226,10
9,5,3,953,17
5,2,6,526,13
4,7,2,472,13
6,1,0,610,7
4,4,1,441,9
6,3,2,632,11
6,3,9,639,18
0,7,0,070,7
1,8,7,187,16
0,3,1,031,4
9,4,2,942,15
2,7,0,270,9
9,8,5,985,22
2,6,1,261,9
5,9,8,598,22
1,5,9,159,15
0,0,8,008,8
8,0,7,807,15
6,1,5,615,12
5,9,6,596,20
9,3,8,938,20
6,2,8,628,16
0,4,0,040,4
0,3,8,038,11
0,5,3,053,8
4,7,5,475,16
0,9,0,090,9
1,4,3,143,8
3,9,6,396,18
6,6,8,668,20
9,0,8,908,17
1,7,1,171,9
9,8,9,989,26
5,1,8,518,14
0,7,9,079,16
8,3,2,832,13
1,9,6,196,16
0,5,4,054,9
1,6,1,161,8
8,3,8,838,19
5,6,6,566,17
3,8,7,387,18
0,3,1,031,4
3,9,1,391,13
4,4,1,441,9
8,3,8,838,19
4,1,5,415,10
3,3,9,339,15
3,7,8,378,18
5,9,3,593,17
0,2,2,022,4
6,2,9,629,17
0,0,8,008,8
8,9,8,898,25
2,9,1,291,12
6,6,8,668,20
2,3,5,235,10
7,9,1,791,17
8,1,4,814,13
0,1,1,011,2
8,4,2,842,14
3,3,9,339,15
2,6,9,269,17
9,9,3,993,21
2,5,9,259,16
5,6,4,564,15
9,2,4,924,15
4,6,3,463,13
8,1,4,814,13
8,3,3,833,14
1,3,5,135,9
4,1,6,416,11
3,1,4,314,8
0,1,4,014,5
5,8,0,580,13
8,9,7,897,24
7,9,5,795,21
7,2,7,727,16
7,0,6,706,13
6,5,8,658,19
3,6,3,363,12
8,6,6,866,20
9,0,1,901,10
6,9,9,699,24
9,4,9,949,22
7,2,1,721,10
7,2,4,724,13
6,5,0,650,11
7,2,0,720,9
2,1,1,211,4
2,7,9,279,18
4,6,6,466,16
8,3,6,836,17
2,1,1,211,4
8,6,2,862,16
7,2,5,725,14
1,7,4,174,12
2,3,8,238,13
9,1,5,915,15
0,1,6,016,7
2,0,7,207,9
7,7,4,774,18
3,8,9,389,20
7,3,2,732,12
2,3,8,238,13
7,6,3,763,16
5,1,9,519,15
8,1,2,812,11
5,5,0,550,10
1,6,8,168,15
5,1,6,516,12
8,2,2,822,12
5,5,7,557,17
3,4,8,348,15
5,3,6,536,14
8,9,0,890,17
4,9,6,496,19
8,6,0,860,14
7,0,9,709,16
9,9,7,997,25
5,4,7,547,16
3,0,6,306,9
1,6,5,165,12
8,0,4,804,12
3,4,0,340,7
5,2,6,526,13
2,3,6,236,11
7,8,5,785,20
5,1,8,518,14
9,7,5,975,21
6,7,8,678,21
8,8,4,884,20
8,0,3,803,11
2,8,6,286,16
8,6,5,865,19
7,0,5,705,12
7,0,5,705,12
7,5,8,758,20
3,7,8,378,18
8,9,1,891,18
1,0,6,106,7
8,9,1,891,18
8,2,5,825,15
0,9,6,096,15
8,6,1,861,15
6,7,4,674,17
6,6,7,667,19
3,9,3,393,15
9,9,4,994,22
4,1,3,413,8
7,3,5,735,15
2,0,2,202,4
7,5,3,753,15
8,2,8,828,18
9,0,9,909,18
3,2,4,324,9
7,7,9,779,23
9,7,6,976,22
7,6,8,768,21
5,3,7,537,15
6,6,1,661,13
9,1,5,915,15
7,8,0,780,15
5,1,4,514,10
8,2,6,826,16
4,4,5,445,13
4,6,5,465,15
4,6,4,464,14
8,7,0,870,15
4,9,1,491,14
1,8,2,182,11
7,6,0,760,13
1,2,5,125,8
2,9,7,297,18
4,6,8,468,18
7,5,6,756,18
8,8,2,882,18
7,5,7,757,19
2,1,7,217,10
7,3,5,735,15
5,5,1,551,11
3,1,9,319,13
0,0,1,001,1
7,9,4,794,20
7,3,8,738,18
1,0,4,104,5
8,3,6,836,17
2,8,9,289,19
3,2,3,323,8
1,2,7,127,10
9,7,4,974,20
6,4,8,648,18
6,2,8,628,16
0,1,5,015,6
1,4,6,146,11
4,3,5,435,12
5,2,6,526,13
9,5,1,951,15
2,1,4,214,7
5,6,4,564,15
8,5,6,856,19
0,7,7,077,14
4,1,9,419,14
9,3,8,938,20
2,0,1,201,3
1,5,6,156,12
3,5,8,358,16
7,8,5,785,20
2,9,1,291,12
3,5,5,355,13
7,1,6,716,14
6,1,9,619,16
8,0,2,802,10
7,2,0,720,9
8,6,9,869,23
2,4,3,243,9
5,9,5,595,19
5,9,1,591,15
7,0,9,709,16
3,4,0,340,7
2,6,6,266,14
3,3,5,335,11
7,9,4,794,20
8,1,0,810,9
3,0,6,306,9
9,8,2,982,19
4,7,9,479,20
3,9,0,390,12
6,6,1,661,13
6,4,4,644,14
4,7,9,479,20
5,8,0,580,13
6,4,5,645,15
8,5,7,857,20
0,4,1,041,5
5,9,7,597,21
6,6,4,664,16
9,7,5,975,21
1,9,5,195,15
3,4,6,346,13
1,5,9,159,15
4,2,5,425,11
1,5,5,155,11
3,8,6,386,17
5,9,5,595,19
5,3,7,537,15
0,5,8,058,13
9,2,8,928,19
3,5,9,359,17
2,0,5,205,7
3,6,0,360,9
6,7,0,670,13
1,0,3,103,4
1,1,4,114,6
3,8,1,381,12
1,4,0,140,5
5,9,8,598,22
8,8,4,884,20
3,9,1,391,13
9,3,1,931,13
3,9,6,396,18
2,0,0,200,2
8,7,8,878,23
5,4,6,546,15
6,3,3,633,12
0,4,8,048,12
4,1,5,415,10
4,1,4,414,9
5,7,5,575,17
5,9,3,593,17
9,7,5,975,21
7,4,0,740,11
0,0,2,002,2
4,1,7,417,12
5,5,5,555,15
5,1,5,515,11
1,3,1,131,5
3,0,4,304,7
2,6,9,269,17
5,0,6,506,11
1,5,0,150,6
5,3,4,534,12
6,5,7,657,18
8,7,1,871,16
9,4,3,943,16
6,1,3,613,10
1,7,5,175,13
2,2,5,225,9
1,9,5,195,15
3,6,4,364,13
8,9,7,897,24
2,9,8,298,19
4,0,1,401,5
0,5,9,059,14
4,3,2,432,9
6,1,1,611,8
7,0,0,700,7
3,9,9,399,21
6,5,0,650,11
3,6,6,366,15
6,1,1,611,8
2,2,4,224,8
1,3,1,131,5
5,8,9,589,22
4,8,2,482,14
3,0,5,305,8
5,7,7,577,19
5,2,6,526,13
2,8,3,283,13
6,9,0,690,15
6,6,8,668,20
6,7,3,673,16
7,3,5,735,15
8,7,4,874,19
2,1,8,218,11
2,4,4,244,10
2,4,5,245,11
7,2,8,728,17
0,9,0,090,9
0,6,2,062,8
8,8,1,881,17
8,6,8,868,22
3,2,3,323,8
1,6,2,162,9
8,3,7,837,18
4,2,8,428,14
3,1,1,311,5
0,3,8,038,11
1,3,2,132,6
1,4,4,144,9
0,0,0,000,0
0,9,0,090,9
6,1,5,615,12
3,9,2,392,14
9,3,2,932,14
8,8,4,884,20
7,4,3,743,14
9,8,1,981,18
2,0,1,201,3
0,2,3,023,5
3,5,4,354,12
9,9,8,998,26
2,8,8,288,18
5,4,5,545,14
7,7,8,778,22
0,6,0,060,6
1,0,8,108,9
8,2,1,821,11
9,9,2,992,20
0,5,3,053,8
4,5,3,453,12
5,4,8,548,17
6,7,9,679,22
8,9,5,895,22
1,9,6,196,16
5,6,3,563,14
4,4,3,443,11
5,1,5,515,11
7,4,4,744,15
0,2,1,021,3
3,5,8,358,16
2,7,6,276,15
0,9,4,094,13
1,9,7,197,17
5,4,6,546,15
4,0,4,404,8
1,0,0,100,1
1,5,4,154,10
6,4,5,645,15
0,3,5,035,8
9,0,3,903,12
3,0,1,301,4
0,5,0,050,5
3,8,9,389,20
2,9,5,295,16
6,8,9,689,23
3,2,7,327,12
1,8,5,185,14
6,7,1,671,14
6,4,3,643,13
4,0,1,401,5
1,0,1,101,2
0,2,1,021,3
6,7,0,670,13
2,7,9,279,18
3,9,2,392,14
8,3,7,837,18
1,3,2,132,6
5,5,2,552,12
0,8,7,087,15
7,7,6,776,20
2,1,2,212,5
5,8,1,581,14
7,3,8,738,18
0,2,1,021,3
1,3,5,135,9
5,7,9,579,21
6,4,0,640,10
7,3,4,734,14
7,6,1,761,14
8,0,2,802,10
0,8,4,084,12
6,6,5,665,17
6,4,2,642,12
5,8,4,584,17
9,8,5,985,22
4,2,6,426,12
5,4,1,541,10
4,3,5,435,12
9,7,4,974,20
3,5,0,350,8
6,8,9,689,23
9,9,1,991,19
0,2,8,028,10
2,1,9,219,12
0,6,7,067,13
4,3,5,435,12
7,9,2,792,18
4,3,7,437,14
0,7,2,072,9
1,5,3,153,9
8,3,1,831,12
9,6,6,966,21
7,4,0,740,11
3,2,5,325,10
1,7,3,173,11
1,5,7,157,13
2,1,3,213,6
6,4,6,646,16
9,9,9,999,27
8,5,6,856,19
3,0,2,302,5
1,1,0,110,2
8,3,4,834,15
8,4,8,848,20
1,6,2,162,9
7,4,4,744,15
2,0,9,209,11
4,3,4,434,11
8,3,9,839,20
5,3,2,532,10
4,5,9,459,18
0,4,1,041,5
7,2,3,723,12
8,2,9,829,19
6,0,8,608,14
3,6,6,366,15
4,1,4,414,9
0,1,2,012,3
4,9,2,492,15
6,0,5,605,11
5,7,0,570,12
3,2,3,323,8
6,0,8,608,14
3,2,7,327,12
6,8,2,682,16
9,0,5,905,14
9,3,6,936,18
8,6,0,860,14
8,7,9,879,24
0,9,3,093,12
9,8,4,984,21
1,6,5,165,12
0,4,4,044,8
1,7,0,170,8
2,6,9,269,17
7,3,7,737,17
1,6,3,163,10
2,1,7,217,10
1,9,1,191,11
2,6,3,263,11
0,1,8,018,9
0,3,3,033,6
7,3,3,733,13
2,1,7,217,10
8,1,9,819,18
9,6,4,964,19
3,7,5,375,15
5,5,4,554,14
9,2,0,920,11
6,9,9,699,24
4,9,9,499,22
1,2,5,125,8
2,2,3,223,7
0,6,9,069,15
3,1,0,310,4
6,1,9,619,16
2,5,1,251,8
0,3,3,033,6
5,5,0,550,10
6,2,8,628,16
6,3,1,631,10
1,0,5,105,6
1,3,1,131,5
5,9,9,599,23
6,9,8,698,23
3,3,8,338,14
0,4,8,048,12
8,2,9,829,19
1,7,3,173,11
9,8,2,982,19
3,9,3,393,15
3,1,3,313,7
9,5,0,950,14
5,7,9,579,21
4,9,4,494,17
0,6,2,062,8
7,5,3,753,15
1,0,5,105,6
2,7,5,275,14
1,8,5,185,14
9,7,1,971,17
6,6,5,665,17
3,0,2,302,5
5,4,3,543,12
9,9,2,992,20
3,2,7,327,12
5,7,3,573,15
7,2,3,723,12
5,6,2,562,13
1,1,6,116,8
3,6,0,360,9
6,2,6,626,14
9,1,9,919,19
4,8,4,484,16
4,4,5,445,13
8,4,6,846,18
1,6,1,161,8
9,1,6,916,16
7,4,3,743,14
7,6,8,768,21
2,8,9,289,19
8,3,3,833,14
8,5,0,850,13
3,1,3,313,7
7,7,2,772,16
2,8,6,286,16
6,6,1,661,13
5,2,9,529,16
0,6,4,064,10
1,8,5,185,14
8,3,4,834,15
7,9,9,799,25
5,0,9,509,14
2,4,8,248,14
9,3,8,938,20
6,4,4,644,14
2,1,5,215,8
8,9,5,895,22
2,6,2,262,10
7,8,7,787,22
9,8,6,986,23
5,4,9,549,18
2,8,2,282,12
6,6,6,666,18
8,1,6,816,15
4,8,8,488,20
8,4,5,845,17
5,2,9,529,16
6,9,1,691,16
7,4,3,743,14
8,7,6,876,21
1,9,0,190,10
8,3,1,831,12
6,5,4,654,15
1,3,4,134,8
5,4,9,549,18
0,3,9,039,12
6,2,6,626,14
9,5,9,959,23
2,7,6,276,15
0,0,4,004,4
8,3,4,834,15
6,6,8,668,20
9,8,8,988,25
4,5,2,452,11
7,1,3,713,11
6,3,3,633,12
5,8,9,589,22
3,1,4,314,8
1,6,9,169,16
8,8,4,884,20
7,3,6,736,16
7,0,7,707,14
0,1,4,014,5
6,6,2,662,14
5,6,7,567,18
1,5,9,159,15
5,9,9,599,23
1,4,9,149,14
7,0,9,709,16
6,2,8,628,16
9,0,2,902,11
4,5,5,455,14
9,7,8,978,24
9,0,5,905,14
4,5,9,459,18
9,1,4,914,14
9,2,4,924,15
4,0,0,400,4
8,0,5,805,13
0,2,6,026,8
7,6,7,767,20
0,5,2,052,7
7,9,5,795,21
6,5,1,651,12
5,3,1,531,9
9,6,3,963,18
1,7,1,171,9
1,6,0,160,7
9,9,9,999,27
4,6,7,467,17
8,4,7,847,19
0,9,3,093,12
6,8,6,686,20
2,4,2,242,8
7,5,1,751,13
7,7,1,771,15
4,9,5,495,18
5,1,5,515,11
7,5,5,755,17
0,7,5,075,12
2,5,0,250,7
2,8,0,280,10
3,7,5,375,15
5,6,7,567,18
6,4,2,642,12
1,1,5,115,7
3,8,3,383,14
3,4,6,346,13
4,1,6,416,11
0,7,0,070,7
9,7,4,974,20
0,5,9,059,14
9,1,8,918,18
0,2,5,025,7
4,6,4,464,14
1,4,1,141,6
8,9,4,894,21
1,0,2,102,3
2,7,7,277,16
5,3,7,537,15
6,2,0,620,8
9,6,7,967,22
9,6,4,964,19
8,6,1,861,15
5,9,4,594,18
3,3,8,338,14
0,5,1,051,6
5,9,3,593,17
1,4,1,141,6
2,7,3,273,12
3,9,9,399,21
7,8,8,788,23
8,0,5,805,13
0,7,9,079,16
0,8,5,085,13
9,5,7,957,21
8,8,0,880,16
4,6,0,460,10
2,8,3,283,13
0,0,6,006,6
7,8,9,789,24
8,5,1,851,14
6,9,0,690,15
0,7,0,070,7
5,5,7,557,17
9,8,6,986,23
7,9,1,791,17
9,4,1,941,14
6,1,1,611,8
1,4,4,144,9
4,7,1,471,12
5,0,5,505,10
8,2,8,828,18
6,0,7,607,13
8,7,8,878,23
4,7,7,477,18
4,7,6,476,17
4,3,9,439,16
6,7,9,679,22
6,8,8,688,22
1,7,7,177,15
2,6,4,264,12
5,9,7,597,21
2,7,0,270,9
0,8,6,086,14
9,3,6,936,18
2,8,7,287,17
1,5,2,152,8
2,4,7,247,13
7,9,8,798,24
8,0,1,801,9
4,8,5,485,17
2,0,5,205,7
8,0,0,800,8
1,5,1,151,7
9,9,2,992,20
2,5,3,253,10
9,1,1,911,11
4,2,4,424,10
8,2,8,828,18
6,3,1,631,10
3,3,9,339,15
8,3,6,836,17
9,3,5,935,17
3,0,3,303,6
2,2,7,227,11
0,9,2,092,11
9,2,7,927,18
8,2,1,821,11
7,3,1,731,11
2,8,4,284,14
7,9,8,798,24
9,3,3,933,15
0,6,6,066,12
1,6,7,167,14
4,8,7,487,19
0,0,8,008,8
3,7,8,378,18
4,0,9,409,13
7,7,4,774,18
7,2,2,722,11
2,2,9,229,13
3,6,9,369,18
6,5,1,651,12
6,4,9,649,19
3,5,7,357,15
2,6,3,263,11
4,7,2,472,13
7,8,7,787,22
4,1,9,419,14
1,8,7,187,16
5,1,9,519,15
6,1,9,619,16
1,0,7,107,8
3,9,7,397,19
2,2,9,229,13
6,0,5,605,11
3,2,1,321,6
0,1,9,019,10
0,4,3,043,7
9,2,8,928,19
0,5,2,052,7
5,6,8,568,19
8,6,4,864,18
3,1,9,319,13
0,0,3,003,3
7,0,7,707,14
6,5,8,658,19
7,4,0,740,11
8,5,4,854,17
8,5,0,850,13
0,5,3,053,8
4,3,8,438,15
1,0,7,107,8
8,0,2,802,10
7,1,5,715,13
8,0,3,803,11
7,6,6,766,19
0,7,5,075,12
3,1,3,313,7
4,0,5,405,9
2,7,1,271,10
9,8,5,985,22
3,3,9,339,15
9,2,5,925,16
3,8,9,389,20
7,1,7,717,15
8,2,7,827,17
6,9,9,699,24
8,5,3,853,16
8,8,1,881,17
1,5,1,151,7
5,9,9,599,23
2,7,5,275,14
0,7,4,074,11
6,3,1,631,10
0,8,6,086,14
7,2,3,723,12
7,0,0,700,7
4,6,6,466,16
9,4,2,942,15
9,3,4,934,16
0,2,8,028,10
4,8,8,488,20
7,1,0,710,8
0,0,5,005,5
7,8,4,784,19
2,7,2,272,11
8,3,0,830,11
4,9,3,493,16
1,4,2,142,7
3,0,7,307,10
0,5,8,058,13
2,5,7,257,14
0,8,1,081,9
1,9,5,195,15
5,4,2,542,11
7,1,7,717,15
2,4,5,245,11
3,1,1,311,5
9,5,9,959,23
6,0,0,600,6
4,6,7,467,17
7,8,7,787,22
8,7,5,875,20
9,5,8,958,22
1,6,9,169,16
8,5,4,854,17
5,5,5,555,15
5,9,5,595,19
4,5,8,458,17
0,5,8,058,13
1,4,4,144,9
0,5,3,053,8
9,4,4,944,17
9,6,9,969,24
2,9,5,295,16
5,5,3,553,13
8,0,8,808,16
2,1,2,212,5
6,6,6,666,18
8,8,0,880,16
4,1,6,416,11
2,2,8,228,12
1,5,7,157,13
5,7,1,571,13
8,8,5,885,21
2,1,7,217,10
1,1,5,115,7
8,1,6,816,15
6,6,0,660,12
1,7,1,171,9
0,2,2,022,4
6,0,6,606,12
6,6,5,665,17
0,6,3,063,9
4,2,2,422,8
5,4,9,549,18
3,0,7,307,10
6,7,1,671,14
0,4,5,045,9
8,6,9,869,23
2,4,0,240,6
6,6,9,669,21
6,0,9,609,15
2,0,3,203,5
6,3,0,630,9
8,5,1,851,14
0,7,9,079,16
5,2,9,529,16
3,8,0,380,11
3,6,7,367,16
8,8,0,880,16
8,3,0,830,11
1,3,0,130,4
9,1,6,916,16
1,0,2,102,3
5,0,2,502,7
0,5,3,053,8
2,7,5,275,14
0,3,4,034,7
3,3,3,333,9
0,0,5,005,5
5,9,4,594,18
4,8,2,482,14
5,9,6,596,20
5,7,3,573,15
1,3,1,131,5
7,9,6,796,22
1,8,0,180,9
9,6,4,964,19
8,9,9,899,26
9,3,6,936,18
4,8,9,489,21
0,5,2,052,7
1,6,7,167,14
6,6,7,667,19
5,7,2,572,14
6,6,3,663,15
3,0,6,306,9
1,0,5,105,6
4,9,4,494,17
9,4,3,943,16
4,7,7,477,18
9,6,5,965,20
1,6,8,168,15
7,7,4,774,18
9,5,0,950,14
3,1,2,312,6
9,4,9,949,22
3,6,9,369,18
3,1,9,319,13
7,4,9,749,20
4,3,0,430,7
5,9,0,590,14
0,6,0,060,6
9,9,6,996,24
7,9,1,791,17
4,8,8,488,20
5,1,6,516,12
5,8,6,586,19
3,6,1,361,10
2,4,9,249,15
7,7,5,775,19
3,0,0,300,3
6,6,4,664,16
2,3,8,238,13
2,1,4,214,7
5,5,8,558,18
3,7,0,370,10
7,9,1,791,17
6,0,9,609,15
8,1,3,813,12
5,1,7,517,13
2,5,1,251,8
0,7,5,075,12
1,2,3,123,6
2,6,8,268,16
0,7,3,073,10
4,3,3,433,10
1,5,3,153,9
9,1,8,918,18
8,1,0,810,9
7,5,6,756,18
3,3,2,332,8
8,1,8,818,17
9,2,7,927,18
3,2,2,322,7
7,9,8,798,24
3,5,3,353,11
7,1,0,710,8
8,4,2,842,14
8,3,0,830,11
6,5,4,654,15
7,3,4,734,14
3,2,8,328,13
2,1,4,214,7
6,6,7,667,19
3,8,0,380,11
6,1,2,612,9
8,7,7,877,22
0,7,3,073,10
1,6,4,164,11
8,5,9,859,22
1,2,9,129,12
5,9,8,598,22
1,6,6,166,13
0,7,4,074,11
4,0,4,404,8
9,9,4,994,22
4,2,4,424,10
9,6,1,961,16
0,0,2,002,2
9,5,1,951,15
9,6,4,964,19
8,9,2,892,19
0,1,3,013,4
1,5,8,158,14
9,8,9,989,26
7,8,8,788,23
8,0,7,807,15
7,9,4,794,20
2,6,0,260,8
6,0,3,603,9
4,5,5,455,14
2,0,9,209,11
1,3,9,139,13
4,8,3,483,15
6,3,0,630,9
1,7,5,175,13
9,3,3,933,15
8,9,0,890,17
1,3,4,134,8
4,9,5,495,18
7,6,7,767,20
0,1,8,018,9
9,0,1,901,10
8,7,1,871,16
1,2,6,126,9
5,9,2,592,16
1,0,3,103,4
3,3,1,331,7
9,7,7,977,23
5,1,9,519,15
5,7,4,574,16
9,0,0,900,9
6,9,2,692,17
4,3,4,434,11
5,0,6,506,11
5,5,7,557,17
1,6,3,163,10
4,2,5,425,11
0,4,1,041,5
7,5,1,751,13
2,8,5,285,15
8,9,4,894,21
3,4,8,348,15
1,5,8,158,14
5,4,2,542,11
2,0,3,203,5
6,1,7,617,14
3,9,3,393,15
3,3,6,336,12
9,5,2,952,16
3,1,6,316,10
9,2,7,927,18
9,4,0,940,13
3,9,6,396,18
5,2,8,528,15
2,9,0,290,11
2,0,9,209,11
2,6,2,262,10
9,2,5,925,16
7,8,3,783,18
0,5,9,059,14
1,4,9,149,14
7,1,4,714,12
0,4,1,041,5
7,6,2,762,15
2,7,1,271,10
2,1,4,214,7
2,2,0,220,4
4,7,8,478,19
5,1,6,516,12
3,3,5,335,11
1,8,5,185,14
0,2,8,028,10
8,2,3,823,13
2,2,7,227,11
4,2,8,428,14
4,5,5,455,14
8,3,3,833,14
9,1,4,914,14
5,3,1,531,9
7,5,3,753,15
7,1,3,713,11
1,3,8,138,12
8,9,5,895,22
6,5,0,650,11
4,5,6,456,15
5,4,0,540,9
3,3,2,332,8
8,0,6,806,14
5,5,0,550,10
5,9,8,598,22
8,6,8,868,22
6,9,9,699,24
2,8,8,288,18
8,0,9,809,17
3,1,3,313,7
7,8,9,789,24
7,0,5,705,12
1,9,8,198,18
2,7,2,272,11
8,5,1,851,14
7,9,3,793,19
3,6,9,369,18
9,2,2,922,13
0,2,4,024,6
5,8,3,583,16
1,6,2,162,9
1,3,9,139,13
